zip,type,state,county
70637,STANDARD,LA,Allen Parish
70638,PO BOX,LA,Allen Parish
70639,STANDARD,LA,Vernon Parish
70640,PO BOX,LA,Jefferson Davis Parish
70643,STANDARD,LA,Cameron Parish
70644,PO BOX,LA,Allen Parish
70645,STANDARD,LA,Cameron Parish
70646,PO BOX,LA,Calcasieu Parish
70647,STANDARD,LA,Calcasieu Parish
70648,STANDARD,LA,Allen Parish
70650,PO BOX,LA,Jefferson Davis Parish
70651,PO BOX,LA,Allen Parish
70652,STANDARD,LA,Beauregard Parish
70653,STANDARD,LA,Beauregard Parish
70654,STANDARD,LA,Allen Parish
70655,STANDARD,LA,Allen Parish
70656,STANDARD,LA,Vernon Parish
70657,STANDARD,LA,Beauregard Parish
70658,STANDARD,LA,Allen Parish
70659,PO BOX,LA,Vernon Parish
70660,STANDARD,LA,Beauregard Parish
70661,STANDARD,LA,Calcasieu Parish
70662,STANDARD,LA,Beauregard Parish
70663,STANDARD,LA,Calcasieu Parish
70664,PO BOX,LA,Calcasieu Parish
70665,STANDARD,LA,Calcasieu Parish
70668,STANDARD,LA,Calcasieu Parish
70669,STANDARD,LA,Calcasieu Parish
70704,PO BOX,LA,East Baton Rouge Parish
70706,STANDARD,LA,Livingston Parish
70707,PO BOX,LA,Ascension Parish
70710,STANDARD,LA,West Baton Rouge Parish
70711,STANDARD,LA,Livingston Parish
70712,PO BOX,LA,West Feliciana Parish
70714,STANDARD,LA,East Baton Rouge Parish
70715,STANDARD,LA,Pointe Coupee Parish
70718,PO BOX,LA,Ascension Parish
70719,STANDARD,LA,West Baton Rouge Parish
70721,STANDARD,LA,Iberville Parish
70722,STANDARD,LA,East Feliciana Parish
70723,STANDARD,LA,St. James Parish
70725,STANDARD,LA,Ascension Parish
70726,STANDARD,LA,Livingston Parish
70727,PO BOX,LA,Livingston Parish
70728,PO BOX,LA,Ascension Parish
70729,STANDARD,LA,West Baton Rouge Parish
70730,STANDARD,LA,East Feliciana Parish
70732,STANDARD,LA,Pointe Coupee Parish
70733,STANDARD,LA,Livingston Parish
70734,STANDARD,LA,Ascension Parish
70736,STANDARD,LA,Pointe Coupee Parish
70737,STANDARD,LA,Ascension Parish
70738,PO BOX,LA,Ascension Parish
70739,STANDARD,LA,East Baton Rouge Parish
70740,STANDARD,LA,Iberville Parish
70743,PO BOX,LA,St. James Parish
70744,STANDARD,LA,Livingston Parish
70747,PO BOX,LA,Pointe Coupee Parish
70748,STANDARD,LA,East Feliciana Parish
70749,STANDARD,LA,Pointe Coupee Parish
70750,STANDARD,LA,St. Landry Parish
70752,STANDARD,LA,Pointe Coupee Parish
70753,STANDARD,LA,Pointe Coupee Parish
70754,STANDARD,LA,Livingston Parish
70755,STANDARD,LA,Pointe Coupee Parish
70756,STANDARD,LA,Pointe Coupee Parish
70757,STANDARD,LA,Iberville Parish
70759,STANDARD,LA,Pointe Coupee Parish
70760,STANDARD,LA,Pointe Coupee Parish
70761,STANDARD,LA,East Feliciana Parish
70762,STANDARD,LA,Pointe Coupee Parish
70763,STANDARD,LA,St. James Parish
70764,STANDARD,LA,Iberville Parish
70765,PO BOX,LA,Iberville Parish
70767,STANDARD,LA,West Baton Rouge Parish
70769,STANDARD,LA,Ascension Parish
70770,STANDARD,LA,East Baton Rouge Parish
70772,STANDARD,LA,Iberville Parish
70773,STANDARD,LA,Pointe Coupee Parish
70774,STANDARD,LA,Ascension Parish
70775,STANDARD,LA,West Feliciana Parish
70776,STANDARD,LA,Iberville Parish
70777,STANDARD,LA,East Feliciana Parish
70778,STANDARD,LA,Ascension Parish
70780,STANDARD,LA,Iberville Parish
70782,PO BOX,LA,West Feliciana Parish
70783,STANDARD,LA,Pointe Coupee Parish
70784,PO BOX,LA,West Feliciana Parish
70785,STANDARD,LA,Livingston Parish
70786,PO BOX,LA,Livingston Parish
70787,PO BOX,LA,West Feliciana Parish
70788,STANDARD,LA,Iberville Parish
70789,STANDARD,LA,East Feliciana Parish
70791,STANDARD,LA,East Baton Rouge Parish
70792,PO BOX,LA,St James Parish
70801,STANDARD,LA,East Baton Rouge Parish
70802,STANDARD,LA,East Baton Rouge Parish
70803,UNIQUE,LA,East Baton Rouge Parish
70804,PO BOX,LA,East Baton Rouge Parish
70805,STANDARD,LA,East Baton Rouge Parish
70806,STANDARD,LA,East Baton Rouge Parish
70807,STANDARD,LA,East Baton Rouge Parish
70808,STANDARD,LA,East Baton Rouge Parish
70809,STANDARD,LA,East Baton Rouge Parish
70810,STANDARD,LA,East Baton Rouge Parish
70811,STANDARD,LA,East Baton Rouge Parish
70812,STANDARD,LA,East Baton Rouge Parish
70813,UNIQUE,LA,East Baton Rouge Parish
70814,STANDARD,LA,East Baton Rouge Parish
70815,STANDARD,LA,East Baton Rouge Parish
70816,STANDARD,LA,East Baton Rouge Parish
70817,STANDARD,LA,East Baton Rouge Parish
70818,STANDARD,LA,East Baton Rouge Parish
70819,STANDARD,LA,East Baton Rouge Parish
70820,STANDARD,LA,East Baton Rouge Parish
70821,PO BOX,LA,East Baton Rouge Parish
70822,UNIQUE,LA,East Baton Rouge Parish
70823,UNIQUE,LA,East Baton Rouge Parish
70825,STANDARD,LA,East Baton Rouge Parish
70826,PO BOX,LA,East Baton Rouge Parish
70827,STANDARD,LA,East Baton Rouge Parish
70831,PO BOX,LA,East Baton Rouge Parish
70833,UNIQUE,LA,East Baton Rouge Parish
70835,PO BOX,LA,East Baton Rouge Parish
70836,STANDARD,LA,East Baton Rouge Parish
70837,PO BOX,LA,East Baton Rouge Parish
70873,PO BOX,LA,East Baton Rouge Parish
70874,PO BOX,LA,East Baton Rouge Parish
70879,PO BOX,LA,East Baton Rouge Parish
70883,UNIQUE,LA,East Baton Rouge Parish
70884,PO BOX,LA,East Baton Rouge Parish
70891,UNIQUE,LA,East Baton Rouge Parish
70892,PO BOX,LA,East Baton Rouge Parish
70893,PO BOX,LA,East Baton Rouge Parish
70894,PO BOX,LA,East Baton Rouge Parish
70895,PO BOX,LA,East Baton Rouge Parish
70896,PO BOX,LA,East Baton Rouge Parish
70898,PO BOX,LA,East Baton Rouge Parish
71001,STANDARD,LA,Bienville Parish
71002,STANDARD,LA,Natchitoches Parish
71003,STANDARD,LA,Claiborne Parish
71004,STANDARD,LA,Caddo Parish
71006,STANDARD,LA,Bossier Parish
71007,STANDARD,LA,Caddo Parish
71008,STANDARD,LA,Bienville Parish
71009,PO BOX,LA,Caddo Parish
71016,STANDARD,LA,Bienville Parish
71018,STANDARD,LA,Webster Parish
71019,STANDARD,LA,Red River Parish
71021,PO BOX,LA,Webster Parish
71023,STANDARD,LA,Webster Parish
71024,STANDARD,LA,Webster Parish
71027,STANDARD,LA,De Soto Parish
71028,STANDARD,LA,Bienville Parish
71029,STANDARD,LA,Caddo Parish
71030,STANDARD,LA,De Soto Parish
71031,STANDARD,LA,Natchitoches Parish
71032,STANDARD,LA,De Soto Parish
71033,STANDARD,LA,Caddo Parish
71034,STANDARD,LA,Red River Parish
71037,STANDARD,LA,Bossier Parish
71038,STANDARD,LA,Claiborne Parish
71039,STANDARD,LA,Webster Parish
71040,STANDARD,LA,Claiborne Parish
71043,STANDARD,LA,Caddo Parish
71044,STANDARD,LA,Caddo Parish
71045,STANDARD,LA,Bienville Parish
71046,STANDARD,LA,De Soto Parish
71047,STANDARD,LA,Caddo Parish
71048,STANDARD,LA,Claiborne Parish
71049,STANDARD,LA,De Soto Parish
71050,PO BOX,LA,De Soto Parish
71051,STANDARD,LA,Bossier Parish
71052,STANDARD,LA,De Soto Parish
71055,STANDARD,LA,Webster Parish
71058,PO BOX,LA,Webster Parish
71060,STANDARD,LA,Caddo Parish
71061,STANDARD,LA,Caddo Parish
71063,STANDARD,LA,De Soto Parish
71064,STANDARD,LA,Bossier Parish
71065,STANDARD,LA,Sabine Parish
71066,PO BOX,LA,Natchitoches Parish
71067,STANDARD,LA,Bossier Parish
71068,STANDARD,LA,Bienville Parish
71069,STANDARD,LA,Caddo Parish
71070,STANDARD,LA,Natchitoches Parish
71071,STANDARD,LA,Webster Parish
71072,STANDARD,LA,Webster Parish
71073,STANDARD,LA,Webster Parish
71075,STANDARD,LA,Webster Parish
71078,STANDARD,LA,De Soto Parish
71079,STANDARD,LA,Claiborne Parish
71080,PO BOX,LA,Bienville Parish
71082,STANDARD,LA,Caddo Parish
71101,STANDARD,LA,Caddo Parish
71102,PO BOX,LA,Caddo Parish
71103,STANDARD,LA,Caddo Parish
71104,STANDARD,LA,Caddo Parish
71105,STANDARD,LA,Caddo Parish
71106,STANDARD,LA,Caddo Parish
71107,STANDARD,LA,Caddo Parish
71108,STANDARD,LA,Caddo Parish
71109,STANDARD,LA,Caddo Parish
71110,STANDARD,LA,Bossier Parish
71111,STANDARD,LA,Bossier Parish
71112,STANDARD,LA,Bossier Parish
71113,PO BOX,LA,Bossier Parish
71115,STANDARD,LA,Caddo Parish
71118,STANDARD,LA,Caddo Parish
71119,STANDARD,LA,Caddo Parish
71120,PO BOX,LA,Caddo Parish
71129,STANDARD,LA,Caddo Parish
71130,PO BOX,LA,Caddo Parish
71133,PO BOX,LA,Caddo Parish
71134,PO BOX,LA,Caddo Parish
71135,PO BOX,LA,Caddo Parish
71136,PO BOX,LA,Caddo Parish
71137,PO BOX,LA,Caddo Parish
71138,PO BOX,LA,Caddo Parish
71148,PO BOX,LA,Caddo Parish
71149,PO BOX,LA,Caddo Parish
71150,PO BOX,LA,Caddo Parish
71151,UNIQUE,LA,Caddo Parish
71152,UNIQUE,LA,Caddo Parish
71153,UNIQUE,LA,Caddo Parish
71154,UNIQUE,LA,Caddo Parish
71156,UNIQUE,LA,Caddo Parish
71161,PO BOX,LA,Caddo Parish
71162,PO BOX,LA,Caddo Parish
71163,PO BOX,LA,Caddo Parish
71164,PO BOX,LA,Caddo Parish
71165,PO BOX,LA,Caddo Parish
71166,PO BOX,LA,Caddo Parish
71171,PO BOX,LA,Bossier Parish
71172,PO BOX,LA,Bossier Parish
71201,STANDARD,LA,Ouachita Parish
71202,STANDARD,LA,Ouachita Parish
71203,STANDARD,LA,Ouachita Parish
71207,PO BOX,LA,Ouachita Parish
71208,UNIQUE,LA,Ouachita Parish
71209,UNIQUE,LA,Ouachita Parish
71210,PO BOX,LA,Ouachita Parish
71211,PO BOX,LA,Ouachita Parish
71212,UNIQUE,LA,Ouachita Parish
71213,PO BOX,LA,Ouachita Parish
71217,PO BOX,LA,Ouachita Parish
71218,PO BOX,LA,Richland Parish
71219,STANDARD,LA,Franklin Parish
71220,STANDARD,LA,Morehouse Parish
71221,PO BOX,LA,Morehouse Parish
71222,STANDARD,LA,Union Parish
71223,STANDARD,LA,Morehouse Parish
71225,STANDARD,LA,Ouachita Parish
71226,STANDARD,LA,Jackson Parish
71227,STANDARD,LA,Lincoln Parish
71229,STANDARD,LA,Morehouse Parish
71230,PO BOX,LA,Franklin Parish
71232,STANDARD,LA,Richland Parish
71233,PO BOX,LA,Madison Parish
71234,STANDARD,LA,Union Parish
71235,STANDARD,LA,Lincoln Parish
71237,STANDARD,LA,West Carroll Parish
71238,STANDARD,LA,Ouachita Parish
71240,PO BOX,LA,Ouachita Parish
71241,STANDARD,LA,Union Parish
71242,PO BOX,LA,West Carroll Parish
71243,STANDARD,LA,Franklin Parish
71245,STANDARD,LA,Lincoln Parish
71247,PO BOX,LA,Jackson Parish
71249,PO BOX,LA,Franklin Parish
71250,STANDARD,LA,Morehouse Parish
71251,STANDARD,LA,Jackson Parish
71253,PO BOX,LA,West Carroll Parish
71254,STANDARD,LA,East Carroll Parish
71256,STANDARD,LA,Union Parish
71259,STANDARD,LA,Richland Parish
71260,STANDARD,LA,Union Parish
71261,STANDARD,LA,Morehouse Parish
71263,STANDARD,LA,West Carroll Parish
71264,STANDARD,LA,Richland Parish
71266,STANDARD,LA,West Carroll Parish
71268,STANDARD,LA,Jackson Parish
71269,STANDARD,LA,Richland Parish
71270,STANDARD,LA,Lincoln Parish
71272,UNIQUE,LA,Lincoln Parish
71273,PO BOX,LA,Lincoln Parish
71275,STANDARD,LA,Lincoln Parish
71276,STANDARD,LA,East Carroll Parish
71277,STANDARD,LA,Union Parish
71279,PO BOX,LA,Richland Parish
71280,STANDARD,LA,Ouachita Parish
71281,PO BOX,LA,Ouachita Parish
71282,STANDARD,LA,Madison Parish
71284,PO BOX,LA,Madison Parish
71286,STANDARD,LA,East Carroll Parish
71291,STANDARD,LA,Ouachita Parish
71292,STANDARD,LA,Ouachita Parish
71294,PO BOX,LA,Ouachita Parish
71295,STANDARD,LA,Franklin Parish
71301,STANDARD,LA,Rapides Parish
71302,STANDARD,LA,Rapides Parish
71303,STANDARD,LA,Rapides Parish
71306,PO BOX,LA,Rapides Parish
71307,PO BOX,LA,Rapides Parish
71309,PO BOX,LA,Rapides Parish
71315,PO BOX,LA,Rapides Parish
71316,STANDARD,LA,Concordia Parish
71320,PO BOX,LA,Avoyelles Parish
71322,STANDARD,LA,Avoyelles Parish
71323,STANDARD,LA,Avoyelles Parish
71324,PO BOX,LA,Franklin Parish
71325,STANDARD,LA,Rapides Parish
71326,STANDARD,LA,Concordia Parish
71327,STANDARD,LA,Avoyelles Parish
71328,STANDARD,LA,Rapides Parish
71329,PO BOX,LA,Avoyelles Parish
71330,PO BOX,LA,Rapides Parish
71331,STANDARD,LA,Avoyelles Parish
71333,STANDARD,LA,Avoyelles Parish
71334,STANDARD,LA,Concordia Parish
71336,STANDARD,LA,Franklin Parish
71339,PO BOX,LA,Avoyelles Parish
71340,STANDARD,LA,Catahoula Parish
71341,STANDARD,LA,Avoyelles Parish
71342,STANDARD,LA,La Salle Parish
71343,STANDARD,LA,Catahoula Parish
71345,PO BOX,LA,St. Landry Parish
71346,STANDARD,LA,Rapides Parish
71348,PO BOX,LA,Rapides Parish
71350,STANDARD,LA,Avoyelles Parish
71351,STANDARD,LA,Avoyelles Parish
71353,STANDARD,LA,St. Landry Parish
71354,STANDARD,LA,Concordia Parish
71355,STANDARD,LA,Avoyelles Parish
71356,STANDARD,LA,St. Landry Parish
71357,STANDARD,LA,Tensas Parish
71358,STANDARD,LA,St. Landry Parish
71359,UNIQUE,LA,Rapides Parish
71360,STANDARD,LA,Rapides Parish
71361,PO BOX,LA,Rapides Parish
71362,STANDARD,LA,Avoyelles Parish
71363,PO BOX,LA,Catahoula Parish
71365,PO BOX,LA,Rapides Parish
71366,STANDARD,LA,Tensas Parish
71367,STANDARD,LA,Evangeline Parish
71368,STANDARD,LA,Catahoula Parish
71369,STANDARD,LA,Avoyelles Parish
71371,STANDARD,LA,La Salle Parish
71373,STANDARD,LA,Concordia Parish
71375,STANDARD,LA,Tensas Parish
71377,PO BOX,LA,Concordia Parish
71378,STANDARD,LA,Franklin Parish
71401,STANDARD,LA,Catahoula Parish
71403,STANDARD,LA,Vernon Parish
71404,STANDARD,LA,Winn Parish
71405,STANDARD,LA,Rapides Parish
71406,STANDARD,LA,Sabine Parish
71407,STANDARD,LA,Grant Parish
71409,STANDARD,LA,Rapides Parish
71410,PO BOX,LA,Winn Parish
71411,STANDARD,LA,Natchitoches Parish
71414,PO BOX,LA,Natchitoches Parish
71415,PO BOX,LA,Caldwell Parish
71416,STANDARD,LA,Natchitoches Parish
71417,STANDARD,LA,Grant Parish
71418,STANDARD,LA,Caldwell Parish
71419,STANDARD,LA,Sabine Parish
71422,STANDARD,LA,Winn Parish
71423,STANDARD,LA,Grant Parish
71424,STANDARD,LA,Rapides Parish
71425,STANDARD,LA,Catahoula Parish
71426,PO BOX,LA,Sabine Parish
71427,STANDARD,LA,Rapides Parish
71428,PO BOX,LA,Natchitoches Parish
71429,STANDARD,LA,Sabine Parish
71430,STANDARD,LA,Rapides Parish
71431,PO BOX,LA,Rapides Parish
71432,STANDARD,LA,Grant Parish
71433,STANDARD,LA,Rapides Parish
71434,PO BOX,LA,Natchitoches Parish
71435,STANDARD,LA,Caldwell Parish
71438,STANDARD,LA,Rapides Parish
71439,STANDARD,LA,Vernon Parish
71440,PO BOX,LA,Winn Parish
71441,STANDARD,LA,Caldwell Parish
71443,STANDARD,LA,Vernon Parish
71446,STANDARD,LA,Vernon Parish
71447,STANDARD,LA,Rapides Parish
71448,PO BOX,LA,Rapides Parish
71449,STANDARD,LA,Sabine Parish
71450,STANDARD,LA,Natchitoches Parish
71452,STANDARD,LA,Natchitoches Parish
71454,STANDARD,LA,Grant Parish
71455,STANDARD,LA,Rapides Parish
71456,STANDARD,LA,Natchitoches Parish
71457,STANDARD,LA,Natchitoches Parish
71458,PO BOX,LA,Natchitoches Parish
71459,STANDARD,LA,Vernon Parish
71460,PO BOX,LA,Sabine Parish
71461,STANDARD,LA,Vernon Parish
71462,STANDARD,LA,Sabine Parish
71463,STANDARD,LA,Allen Parish
71465,STANDARD,LA,La Salle Parish
71466,STANDARD,LA,Rapides Parish
71467,STANDARD,LA,Grant Parish
71468,STANDARD,LA,Natchitoches Parish
71469,STANDARD,LA,Natchitoches Parish
71471,PO BOX,LA,Winn Parish
71472,STANDARD,LA,Rapides Parish
71473,STANDARD,LA,Winn Parish
71474,PO BOX,LA,Vernon Parish
71475,PO BOX,LA,Vernon Parish
71477,PO BOX,LA,Rapides Parish
71479,STANDARD,LA,La Salle Parish
71480,PO BOX,LA,La Salle Parish
71483,STANDARD,LA,Winn Parish
71485,STANDARD,LA,Rapides Parish
71486,STANDARD,LA,Sabine Parish
71496,PO BOX,LA,Vernon Parish
71497,UNIQUE,LA,Natchitoches Parish
71601,STANDARD,AR,Jefferson County
71602,STANDARD,AR,Jefferson County
71603,STANDARD,AR,Jefferson County
71611,PO BOX,AR,Jefferson County
71612,PO BOX,AR,Jefferson County
71613,PO BOX,AR,Jefferson County
71630,PO BOX,AR,Desha County
71631,STANDARD,AR,Bradley County
71635,STANDARD,AR,Ashley County
71638,STANDARD,AR,Chicot County
71639,STANDARD,AR,Desha County
71640,STANDARD,AR,Chicot County
71642,STANDARD,AR,Ashley County
71643,STANDARD,AR,Lincoln County
71644,STANDARD,AR,Lincoln County
71646,STANDARD,AR,Ashley County
71647,STANDARD,AR,Bradley County
71651,STANDARD,AR,Bradley County
71652,STANDARD,AR,Cleveland County
71653,STANDARD,AR,Chicot County
71654,STANDARD,AR,Desha County
71655,STANDARD,AR,Drew County
71656,PO BOX,AR,Drew County
71657,PO BOX,AR,Drew County
71658,STANDARD,AR,Ashley County
71659,PO BOX,AR,Jefferson County
71660,STANDARD,AR,Cleveland County
71661,STANDARD,AR,Ashley County
71662,STANDARD,AR,Desha County
71663,STANDARD,AR,Ashley County
71665,STANDARD,AR,Cleveland County
71666,PO BOX,AR,Desha County
71667,STANDARD,AR,Lincoln County
71670,STANDARD,AR,Desha County
71671,STANDARD,AR,Bradley County
71674,STANDARD,AR,Desha County
71675,STANDARD,AR,Drew County
71676,STANDARD,AR,Ashley County
71677,PO BOX,AR,Drew County
71678,PO BOX,AR,Lincoln County
71701,STANDARD,AR,Ouachita County
71711,PO BOX,AR,Calhoun County
71720,STANDARD,AR,Ouachita County
71721,PO BOX,AR,Clark County
71722,STANDARD,AR,Nevada County
71724,PO BOX,AR,Union County
71725,STANDARD,AR,Dallas County
71726,STANDARD,AR,Ouachita County
71728,PO BOX,AR,Clark County
71730,STANDARD,AR,Union County
71731,PO BOX,AR,Union County
71740,STANDARD,AR,Columbia County
71742,STANDARD,AR,Dallas County
71743,STANDARD,AR,Clark County
71744,STANDARD,AR,Calhoun County
71745,PO BOX,AR,Calhoun County
71747,STANDARD,AR,Union County
71748,PO BOX,AR,Dallas County
71749,STANDARD,AR,Union County
71750,PO BOX,AR,Union County
71751,STANDARD,AR,Ouachita County
71752,STANDARD,AR,Columbia County
71753,STANDARD,AR,Columbia County
71754,PO BOX,AR,Columbia County
71758,STANDARD,AR,Union County
71759,PO BOX,AR,Union County
71762,STANDARD,AR,Union County
71763,STANDARD,AR,Dallas County
71764,STANDARD,AR,Ouachita County
71765,STANDARD,AR,Union County
71766,STANDARD,AR,Calhoun County
71768,STANDARD,AR,Union County
71770,STANDARD,AR,Columbia County
71772,PO BOX,AR,Clark County
71801,STANDARD,AR,Hempstead County
71802,PO BOX,AR,Hempstead County
71820,PO BOX,AR,Little River County
71822,STANDARD,AR,Little River County
71823,PO BOX,AR,Sevier County
71825,STANDARD,AR,Hempstead County
71826,STANDARD,AR,Lafayette County
71827,STANDARD,AR,Lafayette County
71828,PO BOX,AR,Nevada County
71831,STANDARD,AR,Hempstead County
71832,STANDARD,AR,Sevier County
71833,STANDARD,AR,Howard County
71834,STANDARD,AR,Miller County
71835,STANDARD,AR,Nevada County
71836,STANDARD,AR,Little River County
71837,STANDARD,AR,Miller County
71838,STANDARD,AR,Hempstead County
71839,STANDARD,AR,Miller County
71840,PO BOX,AR,Miller County
71841,STANDARD,AR,Sevier County
71842,STANDARD,AR,Sevier County
71844,PO BOX,AR,Nevada County
71845,STANDARD,AR,Lafayette County
71846,STANDARD,AR,Sevier County
71847,STANDARD,AR,Hempstead County
71851,STANDARD,AR,Howard County
71852,STANDARD,AR,Howard County
71853,STANDARD,AR,Little River County
71854,STANDARD,AR,Miller County
71855,STANDARD,AR,Hempstead County
71857,STANDARD,AR,Nevada County
71858,STANDARD,AR,Nevada County
71859,STANDARD,AR,Hempstead County
71860,STANDARD,AR,Lafayette County
71861,STANDARD,AR,Columbia County
71862,STANDARD,AR,Hempstead County
71864,PO BOX,AR,Nevada County
71865,PO BOX,AR,Little River County
71866,STANDARD,AR,Little River County
71901,STANDARD,AR,Garland County
71902,PO BOX,AR,Garland County
71903,PO BOX,AR,Garland County
71909,STANDARD,AR,Garland County
71910,PO BOX,AR,Saline County
71913,STANDARD,AR,Garland County
71914,PO BOX,AR,Garland County
71920,STANDARD,AR,Clark County
71921,STANDARD,AR,Clark County
71922,PO BOX,AR,Pike County
71923,STANDARD,AR,Clark County
71929,STANDARD,AR,Hot Spring County
71932,PO BOX,AR,Polk County
71933,STANDARD,AR,Garland County
71935,STANDARD,AR,Montgomery County
71937,STANDARD,AR,Polk County
71940,STANDARD,AR,Pike County
71941,STANDARD,AR,Hot Spring County
71942,PO BOX,AR,Hot Spring County
71943,STANDARD,AR,Pike County
71944,STANDARD,AR,Polk County
71945,STANDARD,AR,Polk County
71949,STANDARD,AR,Garland County
71950,STANDARD,AR,Pike County
71951,STANDARD,AR,Garland County
71952,STANDARD,AR,Pike County
71953,STANDARD,AR,Polk County
71956,STANDARD,AR,Garland County
71957,STANDARD,AR,Montgomery County
71958,STANDARD,AR,Pike County
71959,STANDARD,AR,Pike County
71960,STANDARD,AR,Montgomery County
71961,STANDARD,AR,Montgomery County
71962,STANDARD,AR,Clark County
71964,STANDARD,AR,Garland County
71965,STANDARD,AR,Montgomery County
71966,PO BOX,AR,Montgomery County
71968,STANDARD,AR,Garland County
71969,STANDARD,AR,Montgomery County
71970,STANDARD,AR,Montgomery County
71971,STANDARD,AR,Howard County
71972,STANDARD,AR,Polk County
71973,STANDARD,AR,Polk County
71998,UNIQUE,AR,Clark County
71999,UNIQUE,AR,Clark County
72001,STANDARD,AR,Perry County
72002,STANDARD,AR,Saline County
72003,STANDARD,AR,Arkansas County
72004,STANDARD,AR,Jefferson County
72005,STANDARD,AR,Jackson County
72006,STANDARD,AR,Woodruff County
72007,STANDARD,AR,Lonoke County
72010,STANDARD,AR,White County
72011,STANDARD,AR,Saline County
72012,STANDARD,AR,White County
72013,STANDARD,AR,Van Buren County
72014,PO BOX,AR,Jackson County
72015,STANDARD,AR,Saline County
72016,STANDARD,AR,Perry County
72017,STANDARD,AR,Prairie County
72018,PO BOX,AR,Saline County
72019,STANDARD,AR,Saline County
72020,STANDARD,AR,White County
72021,STANDARD,AR,Monroe County
72022,STANDARD,AR,Saline County
72023,STANDARD,AR,Lonoke County
72024,STANDARD,AR,Lonoke County
72025,STANDARD,AR,Perry County
72026,STANDARD,AR,Arkansas County
72027,STANDARD,AR,Conway County
72028,PO BOX,AR,Van Buren County
72029,STANDARD,AR,Monroe County
72030,STANDARD,AR,Conway County
72031,STANDARD,AR,Van Buren County
72032,STANDARD,AR,Faulkner County
72033,PO BOX,AR,Faulkner County
72034,STANDARD,AR,Faulkner County
72035,UNIQUE,AR,Faulkner County
72036,STANDARD,AR,Woodruff County
72037,PO BOX,AR,Lonoke County
72038,STANDARD,AR,Arkansas County
72039,STANDARD,AR,Faulkner County
72040,STANDARD,AR,Prairie County
72041,STANDARD,AR,Prairie County
72042,STANDARD,AR,Arkansas County
72043,PO BOX,AR,Jackson County
72044,STANDARD,AR,Cleburne County
72045,STANDARD,AR,White County
72046,STANDARD,AR,Lonoke County
72047,STANDARD,AR,Faulkner County
72048,STANDARD,AR,Arkansas County
72051,STANDARD,AR,Stone County
72052,PO BOX,AR,White County
72053,PO BOX,AR,Pulaski County
72055,STANDARD,AR,Arkansas County
72057,STANDARD,AR,Grant County
72058,STANDARD,AR,Faulkner County
72059,PO BOX,AR,Woodruff County
72060,STANDARD,AR,White County
72061,STANDARD,AR,Faulkner County
72063,STANDARD,AR,Conway County
72064,STANDARD,AR,Prairie County
72065,STANDARD,AR,Saline County
72066,PO BOX,AR,Prairie County
72067,STANDARD,AR,Cleburne County
72068,STANDARD,AR,White County
72069,STANDARD,AR,Monroe County
72070,STANDARD,AR,Perry County
72072,STANDARD,AR,Lonoke County
72073,STANDARD,AR,Arkansas County
72074,PO BOX,AR,Woodruff County
72075,PO BOX,AR,Jackson County
72076,STANDARD,AR,Pulaski County
72078,PO BOX,AR,Pulaski County
72079,STANDARD,AR,Jefferson County
72080,STANDARD,AR,Conway County
72081,STANDARD,AR,White County
72082,STANDARD,AR,White County
72083,PO BOX,AR,Lonoke County
72084,STANDARD,AR,Grant County
72085,PO BOX,AR,White County
72086,STANDARD,AR,Lonoke County
72087,STANDARD,AR,Saline County
72088,STANDARD,AR,Van Buren County
72089,PO BOX,AR,Saline County
72099,UNIQUE,AR,Pulaski County
72101,STANDARD,AR,Woodruff County
72102,STANDARD,AR,White County
72103,STANDARD,AR,Saline County
72104,STANDARD,AR,Hot Spring County
72105,PO BOX,AR,Hot Spring County
72106,STANDARD,AR,Faulkner County
72107,PO BOX,AR,Conway County
72108,PO BOX,AR,Monroe County
72110,STANDARD,AR,Conway County
72111,STANDARD,AR,Faulkner County
72112,STANDARD,AR,Jackson County
72113,STANDARD,AR,Pulaski County
72114,STANDARD,AR,Pulaski County
72115,PO BOX,AR,Pulaski County
72116,STANDARD,AR,Pulaski County
72117,STANDARD,AR,Pulaski County
72118,STANDARD,AR,Pulaski County
72119,PO BOX,AR,Pulaski County
72120,STANDARD,AR,Pulaski County
72121,STANDARD,AR,White County
72122,STANDARD,AR,Saline County
72123,PO BOX,AR,Woodruff County
72124,PO BOX,AR,Pulaski County
72125,STANDARD,AR,Perry County
72126,STANDARD,AR,Perry County
72127,STANDARD,AR,Conway County
72128,STANDARD,AR,Grant County
72129,STANDARD,AR,Grant County
72130,STANDARD,AR,Cleburne County
72131,STANDARD,AR,Cleburne County
72132,STANDARD,AR,Jefferson County
72133,PO BOX,AR,Jefferson County
72134,STANDARD,AR,Monroe County
72135,STANDARD,AR,Pulaski County
72136,STANDARD,AR,White County
72137,STANDARD,AR,White County
72139,PO BOX,AR,White County
72140,STANDARD,AR,Arkansas County
72141,STANDARD,AR,Van Buren County
72142,STANDARD,AR,Lonoke County
72143,STANDARD,AR,White County
72145,PO BOX,AR,White County
72149,UNIQUE,AR,White County
72150,STANDARD,AR,Grant County
72152,STANDARD,AR,Jefferson County
72153,STANDARD,AR,Van Buren County
72156,STANDARD,AR,Conway County
72157,STANDARD,AR,Conway County
72158,PO BOX,AR,Saline County
72160,STANDARD,AR,Arkansas County
72164,PO BOX,AR,Pulaski County
72165,STANDARD,AR,Independence County
